track_name,lyrics,artist_name,artist_id,album_id,album_type,album_images,album_release_date,album_release_year,album_release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,analysis_url,time_signature,artists,available_markets,disc_number,duration_ms,explicit,track_href,is_local,track_preview_url,track_number,type,track_uri,external_urls.spotify,album_name,key_name,mode_name,key_mode
Dress,our secret moments in a crowded room they got no idea about me and you there is an indentation in the shape of you made your mark on me a golden tattoo all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha ha ah say my name and everything just stops i don t want you like a best friend only bought this dress so you could take it off take it off ha ha ha ah carve your name into my bedpost cause i don t want you like a best friend only bought this dress so you could take it off take it off ha ha ha ah inescapable i m not even gonna try and if i get burned at least we were electrified i m spilling wine in the bathtub you kiss my face and we re both drunk everyone thinks that they know us but they know nothin about all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha ha ah say my name and everything just stops i don t want you like a best friend only bought this dress so you could take it off take it off ha ha ha ah carve your name into my bedpost cause i don t want you like a best friend only bought this dress so you could take it off take it off ha ha ha ah ah ha ah ah ha ah ah ah only bought this dress so you could take it off ha ah ah ha ah ah ha ah ah ah only bought this dress so you could take it off flashback when you met me your buzzcut and my hair bleached even in my worst times you could see the best in me flashback to my mistakes my rebounds my earthquakes even in my worst lies you saw the truth in me and i woke up just in time now i wake up by your side my one and only my lifeline i woke up just in time now i wake up by your side my hands shake i can t explain this ah ha ha ha ah say my name and everything just stops i don t want you like a best friend only bought this dress so you could take it off take it off ha ha ha ah carve your name into my bedpost cause i don t want you like a best friend only bought this dress so you could take it off take it off ha ha ha ah there is an indentation in the shape of you only bought this dress so you could take it off you made your mark on me golden tattoo only bought this dress so you could take it off,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6DEjYFkNZh67HP7R9PSZvv,album,,2017-11-10,2017,day,0.719,0.469,0,-8.792,1,0.0533,0.0329,0,0.169,0.0851,120.085,6oVxXO5oQ4pTpO8RSnkzvv,https://api.spotify.com/v1/audio-analysis/6oVxXO5oQ4pTpO8RSnkzvv,4,,,1,230373,FALSE,https://api.spotify.com/v1/tracks/6oVxXO5oQ4pTpO8RSnkzvv,FALSE,NA,12,track,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv,reputation,C,major,C major
Enchanted,there i was again tonight forcing laughter faking smiles same old tired lonely place walls of insincerity shifting eyes and vacancy vanished when i saw your face all i can say is it was enchanting to meet you your eyes whispered have we met across the room your silhouette starts to make its way to me the playful conversation starts counter all your quick remarks like passing notes in secrecy and it was enchanting to meet you all i can say is i was enchanted to meet you this night is sparkling don t you let it go i m wonderstruck blushing all the way home i ll spend forever wondering if you knew i was enchanted to meet you the lingering question kept me up 2am who do you love i wonder til i m wide awake now i m pacing back and forth wishing you were at my door i d open up and you would say hey it was enchanting to meet you all i know is i was enchanted to meet you this night is sparkling don t you let it go i m wonderstruck blushing all the way home i ll spend forever wondering if you knew this night is flawless don t you let it go i m wonderstruck dancing around all alone i ll spend forever wondering if you knew i was enchanted to meet you this is me praying that this was the very first page not where the storyline ends my thoughts will echo your name until i see you again these are the words i held back as i was leaving too soon i was enchanted to meet you please don t be in love with someone else please don t have somebody waiting on you please don t be in love with someone else ooh please don t have somebody waiting on you ooh oh this night is sparkling don t you let it go i m wonderstruck blushing all the way home i ll spend forever wondering if you knew this night is flawless please don t be in love with someone else don t you let it go i m wonderstruck please don t have somebody waiting on you dancing around all alone i ll spend forever please don t be in love with someone else wondering if you knew i was enchanted to meet you please don t be in love with someone else please don t have somebody waiting on you,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5EpMjweRD573ASl7uNiHym,album,,2010-10-25,2010,day,0.455,0.623,8,-3.878,1,0.0288,0.0739,4.24e-4,0.146,0.208,163.893,14LtANuaslKWyYbktUrHBU,https://api.spotify.com/v1/audio-analysis/14LtANuaslKWyYbktUrHBU,4,,,1,352186,FALSE,https://api.spotify.com/v1/tracks/14LtANuaslKWyYbktUrHBU,FALSE,NA,9,track,spotify:track:14LtANuaslKWyYbktUrHBU,https://open.spotify.com/track/14LtANuaslKWyYbktUrHBU,Speak Now (Deluxe Edition),G#,major,G# major
End Game,i wanna be your end game i wanna be your first string i wanna be your a team woah woah woah i wanna be your end game end game big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies yeah big reputation big reputation ooh you and me would be a big conversation ah git git and i heard about you ooh yeah you like the bad ones too you so dope don t overdose i m so stoked i need a toast we do the most i m in the ghost like i m whippin a boat boat boat boat i got a reputation girl that don t precede me yeah i m one call away whenever you need me yeah i m in a g5 yeah come to the a side yeah i got a bad boy persona that s what they like that s what they like you love it i love it too cause you my type you my type you hold me down and i protect you with my life my life my life i don t wanna touch you i don t wanna be just another ex love you don t wanna see i don t wanna miss you i don t wanna miss you like the other girls do i don t wanna hurt you i just wanna be drinking on a beach with you all over me i know what they all say i know what they all say but i ain t tryna play i wanna be your end game end game i wanna be your first string first string i wanna be your a team a team i wanna be your end game end game knew her when i was young reconnected when we were little bit older both sprung i got issues and chips on both of my shoulders reputation precedes me in rumors i m knee deep the truth is it s easier to ignore it believe me even when we d argue we d not do it for long and you understand the good and bad end up in the song for all your beautiful traits and the way you do it with ease for all my flaws paranoia and insecurities i ve made mistakes and made some choices that s hard to deny after the storm something was born on the 4th of july i ve passed days without fun this end game is the one with four words on the tip of my tongue i ll never say it i don t wanna touch you i don t wanna be just another ex love you don t wanna see i don t wanna miss you i don t wanna miss you like the other girls do i don t wanna hurt you i just wanna be drinking on a beach with you all over me i know what they all say yeah but i ain t tryna play i wanna be your end game end game i wanna be your first string wanna be your first string i wanna be your a team a team i wanna be your end game end game big reputation big reputation ooh you and me we got big reputations ah and you heard about me ooh i got some big enemies hey big reputation big reputation yeah ooh you and me would be a big conversation ah and i heard about you ooh you like the bad ones too i hit you like bang we tried to forget it but we just couldn t and i bury hatchets but i keep maps of where i put em reputation precedes me they told you i m crazy i swear i don t love the drama it loves me and i can t let you go your handprints on my soul it s like your eyes are liquor it s like your body is gold you ve been callin my bluff on all my usual tricks ooh so here s the truth from my red lips ah i wanna be your end game end game i wanna be your first string me and you first string i wanna be your a team be your a team now a team i wanna be your end game end game i wanna be your end game oh i do i wanna be your first string first string i wanna be your a team a team i wanna be your end game end game,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6DEjYFkNZh67HP7R9PSZvv,album,,2017-11-10,2017,day,0.649,0.589,2,-6.237,1,0.0558,0.00845,0,0.108,0.151,159.073,2x0WlnmfG39ZuDmstl9xfX,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX,4,,,1,244826,FALSE,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,FALSE,NA,2,track,spotify:track:2x0WlnmfG39ZuDmstl9xfX,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,reputation,D,major,D major
Everything Has Changed, you good to go all i knew this morning when i woke is i know something now know something now i didn t before and all i ve seen since 18 hours ago is green eyes and freckles and your smile in the back of my mind making me feel like i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you know you know you cause all i know is we said hello and your eyes look like coming home all i know is a simple name and everything has changed all i know is you held the door you ll be mine and i ll be yours all i know since yesterday is everything has changed and all my walls stood tall painted blue and i ll take em down take em down and open up the door for you and all i feel in my stomach is butterflies the beautiful kind making up for lost time taking flight making me feel right i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you better know you better know you better now i just wanna know you know you know you cause all i know is we said hello and your eyes look like coming home all i know is a simple name and everything has changed all i know is you held the door you ll be mine and i ll be yours all i know since yesterday is everything has changed come back and tell me why i m feeling like i ve missed you all this time and meet me there tonight and let me know that it s not all in my mind i just wanna know you better know you better know you better now i just wanna know you know you know you cause all i know is we said hello and your eyes look like coming home all i know is a simple name and everything has changed all i know is you held the door you ll be mine and i ll be yours all i know since yesterday is everything has changed all i know is we said hello so dust off your highest hopes all i know is pouring rain and everything has changed all i know is a new found grace all my days i ll know your face all i know since yesterday is everything has changed,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1KlU96Hw9nlvqpBPlSqcTV,album,,2012-10-22,2012,day,0.624,0.458,6,-6.755,1,0.0287,0.36,3.89e-6,0.303,0.436,80.017,7gdwoOmi258QJq0hmQ4hto,https://api.spotify.com/v1/audio-analysis/7gdwoOmi258QJq0hmQ4hto,4,,,1,243933,FALSE,https://api.spotify.com/v1/tracks/7gdwoOmi258QJq0hmQ4hto,FALSE,NA,14,track,spotify:track:7gdwoOmi258QJq0hmQ4hto,https://open.spotify.com/track/7gdwoOmi258QJq0hmQ4hto,Red (Deluxe Edition),F#,major,F# major
False God,we were crazy to think crazy to think that this could work remember how i said i d die for you we were stupid to jump in the ocean separating us remember how i d fly to you and i can t talk to you when you re like this staring out the window like i m not your favorite town i m new york city i still do it for you babe they all warned us about times like this they say the road gets hard and you get lost when you re led by blind faith blind faith but we might just get away with it religion s in your lips even if it s a false god we d still worship we might just get away with it the altar is my hips even if it s a false god we d still worship this love we d still worship this love we d still worship this love i know heaven s a thing i go there when you touch me honey hell is when i fight with you but we can patch it up good make confessions and we re begging for forgiveness got the wine for you and you can t talk to me when i m like this daring you to leave me just so i can try and scare you you re the west village you still do it for me babe they all warned us about times like this they say the road gets hard and you get lost when you re led by blind faith blind faith but we might just get away with it religion s in your lips even if it s a false god we d still worship we might just get away with it the altar is my hips even if it s a false god we d still worship this love we d still worship this love we d still worship this love ah still worship this love even if it s a false god even if it s a false god still worship this love,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1NAmidJlEaVgA3MpcPFYGq,album,,2019-08-23,2019,day,0.739,0.32,11,-10.862,0,0.239,0.736,1.47e-4,0.111,0.351,79.97,5hQSXkFgbxjZo9uCwd11so,https://api.spotify.com/v1/audio-analysis/5hQSXkFgbxjZo9uCwd11so,4,,,1,200306,FALSE,https://api.spotify.com/v1/tracks/5hQSXkFgbxjZo9uCwd11so,FALSE,NA,13,track,spotify:track:5hQSXkFgbxjZo9uCwd11so,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so,Lover,B,minor,B minor
Fearless,there s something bout the way the street looks when it s just rained there s a glow off the pavement you walk me to the car and you know i wanna ask you to dance right there in the middle of the parking lot yeah oh yeah we re driving down the road i wonder if you know i m trying so hard not to get caught up now but you re just so cool run your hands through your hair absentmindedly making me want you and i don t know how it gets better than this you take my hand and drag me head first fearless and i don t know why but with you i d dance in a storm in my best dress fearless so baby drive slow til we run out of road in this one horse town i wanna stay right here in this passenger s seat you put your eyes on me in this moment now capture it remember it cause i don t know how it gets better than this you take my hand and drag me head first fearless and i don t know why but with you i d dance in a storm in my best dress fearless well you stood there with me in the doorway my hands shake i m not usually this way but you pull me in and i m a little more brave it s the first kiss it s flawless really something it s fearless oh yeah cause i don t know how it gets better than this you take my hand and drag me head first fearless and i don t know why but with you i d dance in a storm in my best dress fearless cause i don t know how it gets better than this you take my hand and drag me head first fearless and i don t know why but with you i d dance in a storm in my best dress fearless oh oh oh yeah,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.598,0.714,5,-4.397,1,0.0273,0.0364,1.04e-6,0.31,0.467,99.979,2okho7vU7Nsq1UZD0kgIMi,https://api.spotify.com/v1/audio-analysis/2okho7vU7Nsq1UZD0kgIMi,4,,,1,242000,FALSE,https://api.spotify.com/v1/tracks/2okho7vU7Nsq1UZD0kgIMi,FALSE,NA,7,track,spotify:track:2okho7vU7Nsq1UZD0kgIMi,https://open.spotify.com/track/2okho7vU7Nsq1UZD0kgIMi,Fearless (Platinum Edition),F,major,F major
Fifteen,you take a deep breath and you walk through the doors it s the mornin of your very first day you say hi to your friends you ain t seen in a while try and stay out of everybody s way it s your freshman year and you re gonna be here for the next four years in this town hopin one of those senior boys will wink at you and say you know i haven t seen you around before cause when you re fifteen and somebody tells you they love you you re gonna believe them and when you re fifteen feelin like there s nothin to figure out well count to ten take it in this is life before you know who you re gonna be fifteen you sit in class next to a redhead named abigail and soon enough you re best friends laughin at the other girls who think they re so cool we ll be outta here as soon as we can and then you re on your very first date and he s got a car and you re feelin like flyin and your mama s waitin up and you re thinkin he s the one and you re dancin round your room when the night ends when the night ends cause when you re fifteen and somebody tells you they love you you re gonna believe them and when you re fifteen and your first kiss makes your head spin round but in your life you ll do things greater than dating the boy on the football team but i didn t know it at fifteen when all you wanted was to be wanted wish you could go back and tell yourself what you know now back then i swore i was gonna marry him someday but i realized some bigger dreams of mine and abigail gave everything she had to a boy who changed his mind and we both cried cause when you re fifteen and somebody tells you they love you you re gonna believe them and when you re fifteen don t forget to look before you fall i ve found time can heal most anything and you just might find who you re supposed to be i didn t know who i was supposed to be at fifteen la la la la la la la la la la la la la la la la la la la la la la la la la la your very first day take a deep breath girl take a deep breath as you walk through the doors,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.559,0.636,7,-4.4,1,0.0263,0.0728,0,0.144,0.214,95.485,5Ora3Ish2A1JN5veGYTxhw,https://api.spotify.com/v1/audio-analysis/5Ora3Ish2A1JN5veGYTxhw,4,,,1,294346,FALSE,https://api.spotify.com/v1/tracks/5Ora3Ish2A1JN5veGYTxhw,FALSE,NA,8,track,spotify:track:5Ora3Ish2A1JN5veGYTxhw,https://open.spotify.com/track/5Ora3Ish2A1JN5veGYTxhw,Fearless (Platinum Edition),G,major,G major
Forever & Always,once upon a time i believe it was a tuesday when i caught your eye and we caught onto something i hold onto the night you looked me in the eye and told me you loved me were you just kidding cause it seems to me this thing is breaking down we almost never speak i don t feel welcome anymore baby what happened please tell me cause one second it was perfect now you re halfway out the door and i stare at the phone he still hasn t called and then you feel so low you can t feel nothing at all and you flashback to when he said forever and always oh and it rains in your bedroom everything is wrong it rains when you re here and it rains when you re gone cause i was there when you said forever and always was i out of line did i say something way too honest made you run and hide like a scared little boy i looked into your eyes thought i knew you for a minute now i m not so sure so here s to everything coming down to nothing here s to silence that cuts me to the core where is this going thought i knew for a minute but i don t anymore and i stare at the phone he still hasn t called and then you feel so low you can t feel nothing at all and you flashback to when he said forever and always oh and it rains in your bedroom everything is wrong it rains when you re here and it rains when you re gone cause i was there when you said forever and always you didn t mean it baby i don t think so oh back up baby back up did you forget everything back up baby back up did you forget everything cause it rains in your bedroom everything is wrong it rains when you re here and it rains when you re gone cause i was there when you said forever and always oh i stare at the phone he still hasn t called and then you feel so low you can t feel nothing at all and you flashback to when we said forever and always and it rains in your bedroom everything is wrong it rains when you re here and it rains when you re gone cause i was there when you said forever and always you didn t mean it baby you said forever and always yeah,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.605,0.829,10,-4.993,1,0.0549,0.0907,0,0.106,0.514,128.012,3NKCWBT2uKp8rxSkcvIrdX,https://api.spotify.com/v1/audio-analysis/3NKCWBT2uKp8rxSkcvIrdX,4,,,1,225333,FALSE,https://api.spotify.com/v1/tracks/3NKCWBT2uKp8rxSkcvIrdX,FALSE,NA,17,track,spotify:track:3NKCWBT2uKp8rxSkcvIrdX,https://open.spotify.com/track/3NKCWBT2uKp8rxSkcvIrdX,Fearless (Platinum Edition),A#,major,A# major
Getaway Car,no nothing good starts in a getaway car it was the best of times the worst of crimes i struck a match and blew your mind but i didn t mean it and you didn t see it the ties were black the lies were white in shades of gray in candlelight i wanted to leave him i needed a reason x marks the spot where we fell apart he poisoned the well i was lyin to myself i knew it from the first old fashioned we were cursed we never had a shotgun shot in the dark oh you were drivin the getaway car we were flyin but we d never get far don t pretend it s such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart should ve known i d be the first to leave think about the place where you first met me in a getaway car oh oh oh no they never get far oh oh ah no nothing good starts in a getaway car it was the great escape the prison break the light of freedom on my face but you weren t thinkin and i was just drinkin while he was runnin after us i was screamin go go go but with three of us honey it s a sideshow and a circus ain t a love story and now we re both sorry we re both sorry x marks the spot where we fell apart he poisoned the well every man for himself i knew it from the first old fashioned we were cursed it hit you like a shotgun shot to the heart oh you were drivin the getaway car we were flyin but we d never get far don t pretend it s such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart should ve known i d be the first to leave think about the place where you first met me in a getaway car oh oh oh no they never get far oh oh ah no nothing good starts in a getaway car we were jet set bonnie and clyde oh oh until i switched to the other side to the other side it s no surprise i turned you in oh oh cause us traitors never win i m in a getaway car i left you in a motel bar put the money in a bag and i stole the keys that was the last time you ever saw me oh drivin the getaway car we were flyin but we d never get far don t pretend don t pretend it s such a mystery think about the place where you first met me ridin in a getaway car there were sirens in the beat of your heart should ve known should ve known i d be the first to leave think about the place where you first met me in a getaway car oh oh oh no they never get far oh oh ah no nothing good starts in a getaway car i was ridin in a getaway car i was cryin in a getaway car i was dyin in a getaway car said goodbye in a getaway car ridin in a getaway car i was cryin in a getaway car i was dyin in a getaway car said goodbye in a getaway car,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6DEjYFkNZh67HP7R9PSZvv,album,,2017-11-10,2017,day,0.562,0.689,2,-6.745,1,0.127,0.00465,2.23e-6,0.0888,0.351,172.054,0VE4kBnHJUgtMf0dy6DRmW,https://api.spotify.com/v1/audio-analysis/0VE4kBnHJUgtMf0dy6DRmW,4,,,1,233626,FALSE,https://api.spotify.com/v1/tracks/0VE4kBnHJUgtMf0dy6DRmW,FALSE,NA,9,track,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW,reputation,D,major,D major
Glitch,we were supposed to be just friends you don t live in my part of town but maybe i ll see you out some weekend depending on what kind of mood and situationship i m in and what s in my system i think there s been a glitch oh yeah five seconds later i m fastening myself to you with a stitch oh yeah and i m not even sorry nights are so starry blood moonlit it must be counterfeit i think there s been a glitch oh yeah i was supposed to sweat you out in search of glorious happenings of happenstance on someone else s playground but it s been two thousand one hundred ninety days of our love blackout our love is blacking out the system s breaking down the system s breaking down i think there s been a glitch oh yeah five seconds later i m fastening myself to you with a stitch oh yeah and i m not even sorry nights are so starry blood moonlit it must be counterfeit i think there s been a glitch a brief interruption a slight malfunction i d go back to wanting dudes who give nothing i thought we had no chance and that s romance let s dance glitch oh yeah five seconds later i m fastening myself to you with a stitch oh yeah and i m not even sorry nights are so starry blood moonlit it must be counterfeit it must be counterfeit i think there s been a glitch,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.675,0.466,11,-9.738,0,0.201,0.361,0,0.11,0.347,140.864,6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/audio-analysis/6wAFvJPpTZVirBKGZ4EnMW,4,,,1,148781,FALSE,https://api.spotify.com/v1/tracks/6wAFvJPpTZVirBKGZ4EnMW,FALSE,NA,18,track,spotify:track:6wAFvJPpTZVirBKGZ4EnMW,https://open.spotify.com/track/6wAFvJPpTZVirBKGZ4EnMW,Midnights (3am Edition),B,minor,B minor
Gorgeous,gorgeous you should take it as a compliment that i got drunk and made fun of the way you talk you should think about the consequence of your magnetic field being a little too strong and i got a boyfriend he s older than us he s in the club doin i don t know what you re so cool it makes me hate you so much i hate you so much whisky on ice sunset and vine you ve ruined my life by not being mine you re so gorgeous i can t say anything to your face cause look at your face gorgeous and i m so furious at you for making me feel this way but what can i say you re gorgeous you should take it as a compliment that i m talking to everyone here but you but you but you and you should think about the consequence of you touching my hand in a darkened room dark room dark room if you ve got a girlfriend i m jealous of her but if you re single that s honestly worse cause you re so gorgeous it actually hurts honey it hurts ocean blue eyes looking in mine i feel like i might sink and drown and die you re so gorgeous i can t say anything to your face to your face cause look at your face look at your face gorgeous and i m so furious at you for making me feel this way feel this way but what can i say you re gorgeous you make me so happy it turns back to sad there s nothing i hate more than what i can t have and you are so gorgeous it makes me so mad mmh you make me so happy it turns back to sad yeah there s nothing i hate more than what i can t have and guess i ll just stumble on home to my cats yeugh alone unless you wanna come along oh you re so gorgeous i can t say anything to your face to your face cause look at your face look at your face gorgeous and i m so furious i m so furious at you for making me feel this way feel this way but what can i say i say you re gorgeous you make me so happy it turns back to sad yeah there s nothing i hate more than what i can t have and you are so gorgeous it makes me so mad mmh you re gorgeous you make me so happy it turns back to sad it turns back to sad there s nothing i hate more than what i can t have what i can t have you are so gorgeous it makes me so mad mmh you re gorgeous,Taylor Swift,06HL4z0CvFAxyc27GXpf02,6DEjYFkNZh67HP7R9PSZvv,album,,2017-11-10,2017,day,0.8,0.535,7,-6.684,1,0.135,0.0713,9.48e-6,0.213,0.451,92.027,1ZY1PqizIl78geGM4xWlEA,https://api.spotify.com/v1/audio-analysis/1ZY1PqizIl78geGM4xWlEA,4,,,1,209680,FALSE,https://api.spotify.com/v1/tracks/1ZY1PqizIl78geGM4xWlEA,FALSE,NA,8,track,spotify:track:1ZY1PqizIl78geGM4xWlEA,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA,reputation,G,major,G major
Haunted,you and i walk a fragile line i have known it all this time but i never thought i d live to see it break it s getting dark and it s all too quiet and i can t trust anything now and it s coming over you like it s all a big mistake woah holding my breath won t lose you again something s made your eyes go cold come on come on don t leave me like this i thought i had you figured out something s gone terribly wrong you re all i wanted come on come on don t leave me like this i thought i had you figured out can t breathe whenever you re gone can t turn back now i m haunted stood there and watched you walk away from everything we had but i still mean every word i said to you he will try to take away my pain and he just might make me smile but the whole time i m wishing he was you instead oh holding my breath won t see you again something keeps me holding onto nothing come on come on don t leave me like this i thought i had you figured out something s gone terribly wrong you re all i wanted come on come on don t leave me like this i thought i had you figured out can t breathe whenever you re gone can t turn back now i m haunted i know i know i just know you re not gone you can t be gone no come on come on don t leave me like this i thought i had you figured out something s gone terribly wrong won t finish what you started come on come on don t leave me like this i thought i had you figured out can t breathe whenever you re gone i can t go back i m haunted oh oh oh oh oh oh oh you and i walk a fragile line i have known it all this time never ever thought i d see it break never thought i d see it,Taylor Swift,06HL4z0CvFAxyc27GXpf02,5EpMjweRD573ASl7uNiHym,album,,2010-10-25,2010,day,0.436,0.95,5,-2.627,1,0.057,0.0826,1.08e-6,0.149,0.352,162.088,11UaQaEp2LvdspTyyuE3ur,https://api.spotify.com/v1/audio-analysis/11UaQaEp2LvdspTyyuE3ur,4,,,1,242080,FALSE,https://api.spotify.com/v1/tracks/11UaQaEp2LvdspTyyuE3ur,FALSE,NA,12,track,spotify:track:11UaQaEp2LvdspTyyuE3ur,https://open.spotify.com/track/11UaQaEp2LvdspTyyuE3ur,Speak Now (Deluxe Edition),F,major,F major
Hey Stephen,mmm mm mm mm mmm mm mm mm mmm mm mm mm yeah hey stephen i know looks can be deceiving but i know i saw a light in you and as we walked we were talking i didn t say half the things i wanted to of all the girls tossing rocks at your window i ll be the one waiting there even when it s cold hey stephen boy you might have me believing i don t always have to be alone cause i can t help it if you look like an angel can t help it if i wanna kiss you in the rain so come feel this magic i ve been feeling since i met you can t help it if there s no one else mmm i can t help myself hey stephen i ve been holding back this feeling so i got some things to say to you ha i ve seen it all so i thought but i never seen nobody shine the way you do the way you walk way you talk way you say my name it s beautiful wonderful don t you ever change hey stephen why are people always leaving i think you and i should stay the same cause i can t help it if you look like an angel can t help it if i wanna kiss you in the rain so come feel this magic i ve been feeling since i met you can t help it if there s no one else mmm i can t help myself they re dimming the street lights you re perfect for me why aren t you here tonight i m waiting alone now so come on and come out and pull me near and shine shine shine hey stephen i could give you fifty reasons why i should be the one you choose all those other girls well they re beautiful but would they write a song for you ha ha i can t help it if you look like an angel can t help it if i wanna kiss you in the rain so come feel this magic i ve been feeling since i met you can t help it if there s no one else mmm i can t help myself if you look like an angel can t help it if i wanna kiss you in the rain so come feel this magic i ve been feeling since i met you can t help it if there s no one else mmm i can t help myself myself can t help myself i can t help myself,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2gP2LMVcIFgVczSJqn340t,album,,2008-11-11,2008,day,0.843,0.553,6,-7.348,1,0.0317,0.168,2.66e-6,0.107,0.825,115.997,3CI1f4yLwdHzcUnH7o0Xyh,https://api.spotify.com/v1/audio-analysis/3CI1f4yLwdHzcUnH7o0Xyh,4,,,1,254320,FALSE,https://api.spotify.com/v1/tracks/3CI1f4yLwdHzcUnH7o0Xyh,FALSE,NA,10,track,spotify:track:3CI1f4yLwdHzcUnH7o0Xyh,https://open.spotify.com/track/3CI1f4yLwdHzcUnH7o0Xyh,Fearless (Platinum Edition),F#,major,F# major
High Infidelity,lock broken slur spoken wound open game token i didn t know you were keeping count rain soaking blind hoping you said i was freeloading i didn t know you were keeping count high infidelity put on your records and regret me i bent the truth too far tonight i was dancing around dancing around it high infidelity put on your headphones and burn my city your picket fence is sharp as knives i was dancing around dancing around it do you really wanna know where i was april 29th do i really have to chart the constellations in his eyes storm coming good husband bad omen dragged my feet right down the aisle at the house lonely good money i d pay if you d just know me seemed like the right thing at the time you know there s many different ways that you can kill the one you love the slowest way is never loving them enough do you really wanna know where i was april 29th do i really have to tell you how he brought me back to life high infidelity put on your records and regret me i bent the truth too far tonight i was dancing around dancing around it high infidelity put on your headphones and burn my city your picket fence is sharp as knives i was dancing around dancing around it do you really want to know where i was april 29th do i really have to chart the constellations in his eyes you know there s many different ways that you can kill the one you love the slowest way is never loving them enough high infidelity put on your records and regret meeting me i bent the truth too far tonight i was dancing around dancing around it high infidelity put on your headphones and burn my city your picket fence is sharp as knives i was dancing around dancing around it oh there s many different ways that you can kill the one you love and it s never enough it s never enough lock broken slur spoken wound open game token i didn t know you were keeping count rain soaking blind hoping you said i was freeloading i didn t know you were keeping count but oh you were keeping count,Taylor Swift,06HL4z0CvFAxyc27GXpf02,3lS1y25WAhcqJDATJK70Mq,album,,2022-10-22,2022,day,0.646,0.529,10,-10.179,1,0.0864,0.723,0,0.0885,0.755,87.862,5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/audio-analysis/5kiZGSxgqPdv6rbqL9THdd,4,,,1,231475,FALSE,https://api.spotify.com/v1/tracks/5kiZGSxgqPdv6rbqL9THdd,FALSE,NA,17,track,spotify:track:5kiZGSxgqPdv6rbqL9THdd,https://open.spotify.com/track/5kiZGSxgqPdv6rbqL9THdd,Midnights (3am Edition),A#,major,A# major
